tmdb_id,title,genres,worldwide_revenue_usd,predicted_revenue_usd,absolute_error_usd
718789,Lightyear,Animation; Science Fiction; Family; Adventure,226425420.0,138350934.0533658,88074485.9466342
756999,The Black Phone,Horror; Thriller,161441914.0,68668182.88987261,92773731.11012739
614934,Elvis,Music; History; Drama,288670284.0,95146603.92053948,193523680.0794605
869626,Marcel the Shell with Shoes On,Animation; Comedy; Drama; Family; Fantasy,6909209.0,6171918.082798685,737290.917201315
438148,Minions: The Rise of Gru,Animation; Comedy; Science Fiction; Crime; Family,940203765.0,360720751.21419513,579483013.7858049
616037,Thor: Love and Thunder,Fantasy; Action; Comedy,760928081.0,696961762.6739535,63966318.32604647
725201,The Gray Man,Action; Thriller,454023.0,127580463.09578916,127126440.09578916
682507,Where the Crawdads Sing,Drama; Mystery; Romance,144353965.0,5089042.997290282,139264922.00270972
366672,Paws of Fury: The Legend of Hank,Animation; Adventure; Comedy; Family; Action,42500000.0,13033712.809568448,29466287.19043155
848685,The Beasts,Thriller; Drama,10238603.0,2754708.91425724,7483894.08574276
601796,Alienoid,Science Fiction; Action; Fantasy; Adventure,12109608.0,24281192.189702746,12171584.189702746
762504,Nope,Horror; Science Fiction; Thriller,171932082.0,54936046.22295636,116996035.77704364
539681,DC League of Super-Pets,Family; Comedy; Adventure; Animation; Science Fiction; Action,203000000.0,45515892.290034376,157484107.70996562
760161,Orphan: First Kill,Horror; Thriller,9572765.0,21230176.335894175,11657411.335894175
925786,Satan's Slaves 2: Communion,Horror; Mystery,14342131.0,6287571.863497337,8054559.136502663
718930,Bullet Train,Action; Comedy; Thriller,239268602.0,67239320.94783401,172029281.052166
626872,Emergency Declaration,Action; Drama; Thriller,19200000.0,11937556.160552721,7262443.8394472785
520023,Bodies Bodies Bodies,Comedy; Mystery; Horror,13929670.0,6215073.472191767,7714596.527808233
727340,Hunt,Action; Mystery; Drama,25994.0,5488363.561588793,5462369.561588793
760741,Beast,Action; Adventure; Horror; Thriller; Drama,56000000.0,20115220.342019048,35884779.65798095
985939,Fall,Thriller,17363261.0,3896316.3274098067,13466944.672590192
862965,Emily the Criminal,Crime; Drama; Thriller,2157673.0,1021065.968101518,1136607.031898482
676701,Tad the Lost Explorer and the Emerald Tablet,Animation; Adventure; Family; Comedy; Fantasy,32800000.0,21857887.732799415,10942112.267200585
744276,After Ever Happy,Romance; Drama,19238073.0,20867026.4548424,1628953.4548423998
556694,Three Thousand Years of Longing,Drama; Fantasy; Romance,20300000.0,30925288.489087816,10625288.489087816
830788,The Invitation,Horror; Thriller,33628000.0,12676855.02333918,20951144.976660818
629176,Samaritan,Science Fiction; Crime; Action,75000000.0,249036204.65055415,174036204.65055415
551271,Medieval,Action; Drama; History,4311284.0,5762534.824859277,1451250.8248592773
800939,Ticket to Paradise,Drama; Comedy; Romance,168800000.0,19963222.868563626,148836777.13143638
913290,Barbarian,Horror; Mystery; Thriller,45400000.0,3607603.9535017326,41792396.04649827
766475,See How They Run,Mystery; Comedy; Crime,21921551.0,17030301.37260118,4891249.627398819
840326,Sisu,Action; War; Thriller,14281199.0,3401018.6167080677,10880180.383291932
717728,Jeepers Creepers: Reborn,Horror,6175213.0,1644809.0118101595,4530403.988189841
724495,The Woman King,Action; Drama; History; War,97562514.0,21860490.129185963,75702023.87081404
949423,Pearl,Horror,9847490.0,3486686.624359773,6360803.3756402265
724665,"Confess, Fletch",Comedy; Mystery; Crime,500000.0,10741625.910688478,10241625.910688478
497828,Triangle of Sadness,Comedy; Drama,24733572.0,4757822.194584884,19975749.805415116
799379,Project Wolf Hunting,Action; Thriller; Horror; Crime,20541.0,10843384.133949004,10822843.133949004
619730,Don't Worry Darling,Thriller; Science Fiction; Mystery,86700000.0,16891477.335602637,69808522.66439736
882598,Smile,Horror; Mystery,217408513.0,80658655.41377538,136749857.58622462
664469,Amsterdam,Mystery; Comedy; Drama,31245810.0,61172950.60593862,29927140.60593862
338947,Hellraiser,Horror; Thriller,10303.0,13515469.802487237,13505166.802487237
714888,Argentina 1985,Drama; History; Crime,58424000.0,3164034.321912946,55259965.678087056
614939,Bros,Comedy; Romance,14781779.0,19629266.002423957,4847487.002423957
947507,Just Super,Animation; Family; Fantasy,2013434.0,2122940.8112655706,109506.81126557058
823951,November,Crime; Drama; Thriller,18114769.0,6663598.561623118,11451170.438376881
663712,Terrifier 2,Horror,15815602.0,1035833.3039694155,14779768.696030585
848058,Piggy,Horror; Drama,543064.0,2107932.907339254,1564868.907339254
817758,TÁR,Music; Drama,29048571.0,11173120.079554342,17875450.92044566
830784,"Lyle, Lyle, Crocodile",Comedy; Family; Music,111080122.0,20150880.673634157,90929241.32636584
919573,The Innocent,Comedy; Crime; Romance,5175806.0,2687404.728928623,2488401.271071377
616820,Halloween Ends,Horror; Thriller,105400796.0,62271914.37381376,43128881.62618624
854239,Till,Drama; History,11498884.0,11356756.623414392,142127.37658560835
436270,Black Adam,Action; Adventure; Science Fiction,393452111.0,85434291.89297566,308017819.1070243
865498,The New Toy,Comedy; Family; Drama,7295051.0,14958877.439392332,7663826.439392332
674324,The Banshees of Inisherin,Drama; Comedy,49300000.0,12016354.855422886,37283645.144577116
615952,Armageddon Time,Drama,6524886.0,11650352.643904759,5125466.643904759
892515,Masquerade,Comedy; Crime; Drama; Romance,6667598.0,7466557.403185879,798959.4031858789
760099,Living,Drama,6999027.0,4206400.975032995,2792626.0249670045
505642,Black Panther: Wakanda Forever,Action; Adventure; Science Fiction,859102154.0,1226128948.3835804,367026794.38358045
916224,Suzume,Animation; Drama; Adventure; Fantasy,314992206.0,19246675.469518594,295745530.5304814
804095,The Fabelmans,Drama,45629909.0,23581462.68324584,22048446.31675416
593643,The Menu,Comedy; Horror,79628200.0,11429877.977512019,68198322.02248798
837881,She Said,Drama; History,13900000.0,11918420.542407472,1981579.4575925283
791177,Bones and All,Horror; Romance; Drama,15234907.0,7677042.075913468,7557864.924086532
877269,Strange World,Animation; Family; Adventure; Fantasy; Science Fiction,73621640.0,119963063.14016412,46341423.14016412
653851,Devotion,War; Drama; History,21768133.0,50361038.737225555,28592905.737225555
661374,Glass Onion: A Knives Out Mystery,Comedy; Crime; Mystery,15000000.0,139260336.48537046,124260336.48537046
668482,Roald Dahl's Matilda the Musical,Family; Comedy; Fantasy,37289659.0,17926965.07154801,19362693.92845199
744594,White Noise,Comedy; Drama,71476.0,42764392.37740201,42692916.37740201
899112,Violent Night,Action; Comedy; Fantasy,75734910.0,50779776.3199275,24955133.6800725
315162,Puss in Boots: The Last Wish,Animation; Adventure; Fantasy; Comedy; Family,484700000.0,249228467.82753885,235471532.17246115
814757,Empire of Light,Drama; Romance,11395604.0,21491575.44502259,10095971.44502259
785084,The Whale,Drama,57615635.0,3541411.060665403,54074223.93933459
76600,Avatar: The Way of Water,Action; Adventure; Science Fiction,2334484620.0,640529105.2613314,1693955514.7386684
696157,Whitney Houston: I Wanna Dance with Somebody,Music; Drama,59806881.0,23331449.79451094,36475431.20548906
615777,Babylon,Drama; Comedy,65267446.0,64851530.7765274,415915.22347260267
777245,Women Talking,Drama,7589419.0,11329035.860476118,3739616.8604761176
916401,Watch the Skies,Science Fiction; Adventure; Drama,69618.0,4093251.566229079,4023633.566229079
536554,M3GAN,Science Fiction; Horror,180089109.0,70572158.33456211,109516950.66543789
937278,A Man Called Otto,Comedy; Drama,113360085.0,24146611.8080095,89213473.1919905
739405,Operation Fortune: Ruse de Guerre,Action; Comedy; Thriller; Adventure,48983306.0,28952540.307383318,20030765.692616682
816904,Mummies,Animation; Adventure; Fantasy; Family,53400000.0,8828109.091978246,44571890.908021756
646389,Plane,Action; Adventure; Thriller,74515586.0,11483109.593005724,63032476.406994276
994143,Skinamarink,Horror,2131183.0,11234.075172638702,2119948.9248273615
768362,Missing,Drama; Mystery; Thriller,48767848.0,20216632.047376614,28551215.952623386
842675,The Wandering Earth II,Science Fiction; Action; Adventure,665000000.0,308706121.60507816,356293878.39492184
980078,Winnie the Pooh: Blood and Honey,Horror,7717044.0,641660.2775226781,7075383.7224773215
972230,Maybe I Do,Comedy; Romance; Drama,4393504.0,3996948.777493983,396555.22250601696
667216,Infinity Pool,Horror; Science Fiction; Thriller,5078400.0,3267269.9251357964,1811130.0748642036
631842,Knock at the Cabin,Horror; Mystery; Thriller,54700000.0,19806242.91150362,34893757.08849638
643215,Asterix & Obelix: The Middle Kingdom,Family; Comedy; Adventure; Fantasy,46497678.0,51955546.770525604,5457868.7705256045
942922,80 for Brady,Comedy; Drama,29637811.0,8825563.291259445,20812247.708740555
906221,Magic Mike's Last Dance,Comedy; Drama; Romance,52000000.0,69460071.10206094,17460071.102060944
983883,Marry My Dead Body,Comedy; Action; Horror,15410325.0,2560313.3581508314,12850011.641849168
1016084,BlackBerry,Comedy; Drama; History,2600000.0,1927308.0175889162,672691.9824110838
640146,Ant-Man and the Wasp: Quantumania,Action; Adventure; Science Fiction,476071180.0,646828124.461615,170756944.46161497
844417,Marlowe,Crime,6262663.0,4988813.208414802,1273849.7915851977
804150,Cocaine Bear,Thriller; Comedy; Crime,88314672.0,66308642.932248816,22006029.067751184
977506,The Crime Is Mine,Crime; Comedy; Mystery; Drama,10436638.0,6611077.813947192,3825560.1860528076
677179,Creed III,Drama; Action,275300000.0,190860321.52247974,84439678.47752026
700391,65,Action; Adventure; Science Fiction,60730568.0,19315605.195214804,41414962.80478519
921785,Mixed by Erry,Comedy; History; Music,1120191.0,6001608.838626845,4881417.838626845
459003,Mavka: The Forest Song,Animation; Adventure; Family; Fantasy,17974964.0,2327545.8349176357,15647418.165082365
934433,Scream VI,Horror; Thriller; Crime,169063850.0,79518177.41472484,89545672.58527516
978870,Last Night of Amore,Thriller; Crime,3800000.0,4658891.613454712,858891.6134547116
594767,Shazam! Fury of the Gods,Comedy; Action; Fantasy,134221819.0,351208309.6334741,216986490.6334741
603692,John Wick: Chapter 4,Action; Thriller; Crime,447316405.0,227537178.59196293,219779226.40803707
493529,Dungeons & Dragons: Honor Among Thieves,Adventure; Fantasy; Comedy,208200000.0,131881460.03115125,76318539.96884875
555285,"Are You There God? It's Me, Margaret.",Comedy; Drama,21800000.0,17705224.592144437,4094775.407855563
1016121,Beautiful Disaster,Romance; Drama; Comedy,6850036.0,12989187.579963632,6139151.579963632
758323,The Pope's Exorcist,Horror; Thriller,76987621.0,81343949.54116404,4356328.541164041
964980,Air,Drama; History,90100000.0,31673836.011209514,58426163.98879048
796185,The Three Musketeers: D'Artagnan,Adventure; Action; Drama; History,31843086.0,13310263.459775023,18532822.540224977
502356,The Super Mario Bros. Movie,Family; Comedy; Adventure; Fantasy; Animation,1360879735.0,322567028.5192081,1038312706.4807919
649609,Renfield,Comedy; Fantasy; Horror,26493921.0,43992858.61318953,17498937.613189533
713704,Evil Dead Rise,Horror; Thriller,147256372.0,65292557.420648955,81963814.57935104
809787,Mafia Mamma,Comedy; Crime; Action,3900000.0,16305076.869144326,12405076.869144326
913673,Nefarious,Horror; Drama,5400000.0,4212909.0562581,1187090.9437419
798286,Beau Is Afraid,Comedy; Adventure; Fantasy,12337378.0,15285746.610566197,2948368.610566197
882569,Guy Ritchie's The Covenant,War; Action; Thriller,21948551.0,34424513.32978352,12475962.329783522
925263,A Brighter Tomorrow,Comedy,6551542.0,7965965.533672838,1414423.5336728375
455476,Knights of the Zodiac,Fantasy; Action; Science Fiction,7000000.0,21526715.184009533,14526715.184009533
878361,Big George Foreman,History; Drama,3800000.0,15628664.807444818,11828664.807444818
447365,Guardians of the Galaxy Vol. 3,Science Fiction; Adventure; Action,845550000.0,754908970.0602466,90641029.93975341
758336,Love Again,Romance; Drama; Comedy,10000000.0,19024318.725977182,9024318.725977182
536437,Hypnotic,Mystery; Science Fiction; Thriller,16014123.0,24944775.716823425,8930652.716823425
921452,Jeanne du Barry,Drama; History; Romance,13000000.0,4973907.5794262225,8026092.4205737775
385687,Fast X,Action; Crime; Thriller,704709660.0,645028836.8296994,59680823.1703006
447277,The Little Mermaid,Adventure; Family; Fantasy; Romance,569626289.0,230740683.6554259,338885605.3445741
869612,Master Gardener,Drama; Crime; Mystery; Thriller,1506008.0,1526184.566088835,20176.56608883501
989672,Just the Two of Us,Thriller; Drama; Romance,5099005.0,3104373.8781856205,1994631.1218143795
829051,About My Father,Comedy,18167819.0,14861930.271166936,3305888.7288330644
717930,Kandahar,Action; Thriller; War,9400000.0,10906876.620259332,1506876.6202593315
801112,Kidnapped,Drama; History,4123091.0,6032182.960518535,1909091.9605185352
986070,The Wrath of Becky,Action; Horror; Thriller,207118.0,1073088.6549043402,865970.6549043402
963765,Strange Way of Life,Drama; Western; Romance,1064830.0,818756.6362587846,246073.36374121543
569094,Spider-Man: Across the Spider-Verse,Animation; Action; Adventure; Science Fiction,690897910.0,363257585.56375295,327640324.43624705
532408,The Boogeyman,Horror,82344833.0,10318500.966760624,72026332.03323938
666277,Past Lives,Drama; Romance,28126646.0,7825424.418106899,20301221.5818931
667538,Transformers: Rise of the Beasts,Science Fiction; Adventure; Action,441381193.0,185577987.55318204,255803205.44681796
747188,Asteroid City,Comedy; Drama,53857743.0,12617851.740236033,41239891.25976397
298618,The Flash,Action; Science Fiction; Adventure,271333313.0,216254880.12710118,55078432.87289882
976573,Elemental,Animation; Comedy; Family; Romance,496444308.0,143156543.28554657,353287764.71445346
884605,No Hard Feelings,Comedy; Romance,83000000.0,26104635.063087802,56895364.936912194
1008392,The Blackening,Horror; Comedy,18563767.0,19886842.28568963,1323075.2856896296
1108211,Lost in the Stars,Mystery; Crime; Thriller,334039200.0,11746831.775854724,322292368.2241453
864168,Joy Ride,Comedy,15800000.0,14329029.018432416,1470970.981567584
335977,Indiana Jones and the Dial of Destiny,Adventure; Action,383963057.0,753181503.1837106,369218446.1837106
1040148,"Ruby Gillman, Teenage Kraken",Animation; Family; Fantasy; Comedy,46247409.0,68454763.59690897,22207354.59690897
678512,Sound of Freedom,Action; Drama,250600000.0,4685414.689030016,245914585.31096998
496450,"Miraculous: Ladybug & Cat Noir, The Movie",Animation; Fantasy; Action; Romance; Family,40208268.0,109894604.55217513,69686336.55217513
614479,Insidious: The Red Door,Horror; Thriller,189090647.0,31455194.60017562,157635452.39982438
575264,Mission: Impossible - Dead Reckoning Part One,Action; Adventure; Thriller,571125435.0,597768772.2290362,26643337.229036212
508883,The Boy and the Heron,Animation; Fantasy; Drama,294200000.0,22281772.810729768,271918227.18927026
1006462,The Flood,Action; Mystery; Thriller; Horror,25.0,1498.2274677160312,1473.2274677160312
856289,Creation of the Gods I: Kingdom of Storms,Action; Fantasy; War,369081777.0,292243530.31379205,76838246.68620795
872585,Oppenheimer,Drama; History,952000000.0,77053556.18473674,874946443.8152633
709631,Cobweb,Horror,10091821.0,17735542.24865243,7643721.248652428
346698,Barbie,Comedy; Adventure; Fantasy,1447138421.0,151437656.35100257,1295700764.6489973
1008042,Talk to Me,Horror,91959188.0,6761383.584484446,85197804.41551556
616747,Haunted Mansion,Comedy; Drama; Fantasy,117449790.0,197711717.75445846,80261927.75445846
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,Animation; Comedy; Action; Science Fiction,180513586.0,229993675.49884263,49480089.49884263
615656,Meg 2: The Trench,Action; Science Fiction; Horror,398500317.0,312435728.85892457,86064588.14107543
980489,Gran Turismo,Adventure; Drama; Action,121700000.0,50167555.89629748,71532444.10370252
635910,The Last Voyage of the Demeter,Horror; Fantasy,21600000.0,15211117.332475225,6388882.6675247755
1201104,the revenge,Action; Drama,30.0,44.32918742932116,14.32918742932116
565770,Blue Beetle,Action; Science Fiction; Adventure,130788072.0,133671179.72660096,2883107.72660096
912908,Strays,Comedy; Adventure,32000000.0,33856904.10208094,1856904.1020809412
762430,Retribution,Thriller; Action; Adventure,18685751.0,6449580.753668842,12236170.246331159
915935,Anatomy of a Fall,Thriller; Mystery; Crime,36000000.0,8257733.047322239,27742266.95267776
814776,Bottoms,Comedy,12976079.0,9440827.560119549,3535251.439880451
1552742,Luna,Fantasy; Mystery,342.0,339.5622843653779,2.4377156346221227
926393,The Equalizer 3,Action; Thriller; Crime,191067560.0,92255284.31087705,98812275.68912295
968051,The Nun II,Horror,269670590.0,85957497.4844272,183713092.5155728
872906,Jawan,Action; Thriller,136675088.0,37388283.521682814,99286804.47831719
820525,After Everything,Romance; Drama,10644463.0,19964030.603634153,9319567.603634153
945729,A Haunting in Venice,Mystery; Thriller; Crime,121400000.0,123606317.65787137,2206317.6578713655
958006,The Kill Room,Comedy; Crime,476375.0,11793939.38828066,11317564.38828066
986280,Fallen Leaves,Romance; Drama,12400000.0,1562456.7805290495,10837543.21947095
859235,Coup de chance,Romance; Drama,7837847.0,12213852.484970827,4376005.484970827
299054,Expend4bles,Action; Adventure; Thriller,37917985.0,165056024.1383499,127138039.13834989
792293,Dumb Money,History; Comedy; Drama,20703794.0,9976611.865888324,10727182.134111676
676727,The Inventor,Animation; Drama; Family; History,2037563.0,4388817.525725704,2351254.5257257037
893723,PAW Patrol: The Mighty Movie,Adventure; Animation; Comedy; Family; Science Fiction,202231360.0,60432118.95034026,141799241.04965973
670292,The Creator,Science Fiction; Action; Adventure,104272136.0,64527932.46161688,39744203.53838312
951491,Saw X,Horror; Mystery,125319714.0,57558906.110474735,67760807.88952526
807172,The Exorcist: Believer,Horror,136998069.0,57147885.82169756,79850183.17830244
943134,The Animal Kingdom,Adventure; Drama; Science Fiction,9138503.0,7372569.273333814,1765933.726666186
980026,The Promised Land,Action; Drama; History,2246680.0,3652562.1153369662,1405882.1153369662
897087,Freelance,Action; Comedy,9112817.0,10674888.825101033,1562071.8251010329
901362,Trolls Band Together,Animation; Family; Music; Fantasy; Comedy; Adventure,210231405.0,278019543.6565189,67788138.65651888
734002,The Peasants,Animation; History; Drama,10064347.0,13664135.045991676,3599788.045991676
1160164,TAYLOR SWIFT | THE ERAS TOUR,Music,261656269.0,2673557.3920186223,258982711.60798138
988402,Humanist Vampire Seeking Consenting Suicidal Person,Comedy; Fantasy; Horror,97578.0,822850.7692363393,725272.7692363393
949229,Leo,Action; Crime; Thriller,71772785.0,16662349.78631262,55110435.21368738
466420,Killers of the Flower Moon,Crime; History; Drama,158722599.0,42313986.986045584,116408612.01395442
965791,A Difficult Year,Comedy,7004555.0,16589876.751997337,9585321.751997337
1058694,Radical,Drama,21761164.0,7765158.563721988,13996005.436278012
507089,Five Nights at Freddy's,Horror; Thriller,297242145.0,64038945.69648789,233203199.3035121
800158,The Killer,Crime; Thriller,362113.0,35893686.664823845,35531573.664823845
1026227,There's Still Tomorrow,Drama; Comedy; History,50121593.0,6828673.842704919,43292919.15729508
1020006,Priscilla,Drama; Romance,30140906.0,5746027.079245829,24394878.920754172
840430,The Holdovers,Drama; Comedy,42513270.0,6624330.455797177,35888939.54420282
940721,Godzilla Minus One,Science Fiction; Horror; Action,113676322.0,79511400.8344808,34164921.16551919
964960,The Taste of Things,Romance; Drama,5970753.0,2690000.4338592114,3280752.5661407886
609681,The Marvels,Science Fiction; Adventure; Action,206136825.0,785440884.8648077,579304059.8648077
1092329,Journey to Bethlehem,Family; Drama,7778330.0,8156755.407008563,378425.40700856317
976893,Perfect Days,Drama,24094016.0,5245393.516191093,18848622.483808905
1056360,American Fiction,Comedy; Drama,22483370.0,18064623.651046347,4418746.348953653
823482,Dream Scenario,Comedy; Fantasy,14114415.0,5315495.710287077,8798919.289712923
1022796,Wish,Animation; Family; Fantasy; Adventure,254997360.0,167922960.57008144,87074399.42991856
695721,The Hunger Games: The Ballad of Songbirds & Snakes,Science Fiction; Action,337371917.0,244172866.58211455,93199050.41788545
621587,Next Goal Wins,Comedy; Drama,18062279.0,16031924.81374733,2030354.1862526704
1071215,Thanksgiving,Horror; Mystery,46553280.0,20237818.64551725,26315461.35448275
839369,May December,Drama,4232370.0,10622492.330799485,6390122.330799485
930564,Saltburn,Drama; Comedy; Thriller,21013738.0,13438963.499625506,7574774.500374494
586810,Mars Express,Animation; Science Fiction; Thriller,1455713.0,2813656.6185190435,1357943.6185190435
753342,Napoleon,History; War; Drama,222435664.0,122279828.06251569,100155835.93748431
523607,Maestro,Drama; Romance; Music,300000.0,43052843.72942936,42752843.72942936
664341,Eileen,Thriller; Crime,1560142.0,7202371.592765167,5642229.592765167
781732,Animal,Action; Crime; Drama,108300000.0,23288850.933390107,85011149.06660989
1208334,Emmanuel,Drama,10.0,591.223581182444,581.223581182444
940551,Migration,Family; Comedy; Adventure; Animation,298776052.0,37269494.10211135,261506557.89788866
787699,Wonka,Comedy; Family; Fantasy,634502312.0,379476192.49531484,255026119.50468516
838240,Robot Dreams,Animation; Drama; Comedy; Science Fiction,4656348.0,2407234.7310671355,2249113.2689328645
792307,Poor Things,Science Fiction; Romance; Comedy,117607117.0,13463246.0399345,104143870.9600655
845111,The Three Musketeers: Milady,Adventure; Action; Drama,21730766.0,18420193.856493138,3310572.143506862
927107,The Bricklayer,Action; Thriller,899683.0,12811634.424605334,11911951.424605334
365620,Ferrari,History; Drama,39220516.0,29074465.562574964,10146050.437425036
467244,The Zone of Interest,Drama; History; War,52631884.0,8516512.274391027,44115371.725608975
906126,Society of the Snow,Drama; History,1281.0,22353976.344143283,22352695.344143283
572802,Aquaman and the Lost Kingdom,Action; Adventure; Fantasy,440181226.0,603756310.410498,163575084.41049802
1072790,Anyone but You,Romance; Comedy,214891370.0,23045726.72045567,191845643.27954432
850165,The Iron Claw,Drama; History,40130232.0,10024874.661184441,30105357.33881556
994108,All of Us Strangers,Romance; Drama; Fantasy,14864960.0,4328907.818966723,10536052.181033276
1062807,SPY x FAMILY CODE: White,Animation; Comedy; Adventure; Action,59629242.0,15868666.37575772,43760575.624242276
823452,The Boys in the Boat,Drama; History,54401583.0,18784286.01685265,35617296.98314735
558915,The Color Purple,Drama,68919191.0,69555208.29900286,636017.299002856
1072342,Night Swim,Horror,54785387.0,18101493.37498233,36683893.62501767
866398,The Beekeeper,Action; Crime; Thriller,162619535.0,17175851.219913702,145443683.7800863
673593,Mean Girls,Comedy,104970953.0,19588656.472327065,85382296.52767293
976584,The Book of Clarence,Adventure; Comedy; Drama,6205230.0,28647292.887496717,22442062.887496717
1026436,Miller's Girl,Thriller; Drama; Romance,1430985.0,6589325.966664442,5158340.966664442
